tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,,,,,
305,daphnia,15,0,15,1,,,,,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
306,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,6,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
307,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
308,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,9,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
309,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
310,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,5,2,0,0,0,10,NA,NA,NA,NA,NA,NA,,,,,
311,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,5,0,0,0,0,5,1,0,0,0,4,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
312,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
313,daphnia,15,0,15,1,,,,,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
314,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,4,7,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
315,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
316,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
317,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,6,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,,,,,
318,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,,,,
319,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
320,daphnia,15,0,15,1,,,,,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,,,,,
321,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,
322,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,7,0,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,,,,,
323,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
324,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,,,,
325,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
326,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,,,,,
327,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,5,1,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,,,,,
328,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
329,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,8,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
330,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,,,,,
331,daphnia,20,0,20,0.1,,,,5/21/22,0,0,0,0,0,5,0,0,3,0,0,4,0,0,6,0,0,6,0,0,6,0,0,4,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,NA,NA,NA,,,,,
332,daphnia,20,0,20,0.1,,,,,0,0,0,0,2,0,0,5,0,0,4,0,0,5,0,0,5,0,0,5,1,0,6,0,0,3,0,0,0,0,0,5,0,1,4,0,0,0,1,0,NA,NA,NA,NA,,,,,
333,daphnia,20,0,20,0.1,,,,,0,0,0,0,4,0,0,5,0,0,5,0,0,5,0,0,6,0,0,5,0,0,0,6,0,0,4,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,4,NA,,,,,
334,daphnia,20,0,20,0.1,,,,,0,0,0,0,4,0,0,4,0,0,4,0,0,0,5,0,5,0,0,0,5,0,0,6,0,0,6,0,0,4,0,0,6,0,0,5,0,0,0,6,0,0,3,0,,,,,
335,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,3,0,0,3,0,0,3,0,0,4,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
336,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,2,0,0,2,0,0,4,0,0,4,0,0,6,0,0,4,0,0,5,0,0,6,0,0,4,0,0,4,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,,,,,
337,daphnia,20,0,20,0.1,,,1,4/23/22,0,0,0,0,0,4,0,0,4,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
338,daphnia,20,0,20,0.1,,,,,0,0,0,0,4,0,0,2,0,0,0,4,0,0,4,0,0,5,0,0,5,0,0,0,0,0,5,0,0,3,0,0,6,0,0,5,0,0,0,4,0,0,4,0,,,,,
339,daphnia,20,0,20,0.1,,,,4/21/22,0,0,0,0,4,0,0,3,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
340,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,4,0,0,4,0,0,3,0,0,3,0,0,4,0,0,5,0,0,6,0,0,5,0,0,2,0,0,5,0,0,4,0,0,0,5,0,0,0,NA,,,,,
341,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,0,0,5,0,0,6,0,0,4,0,0,5,0,0,3,0,0,0,4,0,0,3,NA,NA,,,,,
342,daphnia,20,0,20,0.1,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
343,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,2,0,0,4,0,0,3,0,0,4,1,0,6,0,0,5,0,0,0,1,0,4,0,0,0,4,0,0,6,0,0,4,0,0,5,0,0,3,0,,,,,
344,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,3,0,0,5,0,0,4,0,0,6,0,0,6,0,0,6,0,0,5,0,1,5,0,0,3,0,0,6,0,0,5,0,0,5,0,0,0,3,0,,,,,
345,daphnia,20,0,20,0.1,,,,,0,0,0,0,4,0,0,3,0,0,4,0,0,4,0,0,5,0,0,0,5,0,0,6,0,0,5,0,0,2,0,0,4,0,0,3,0,0,5,0,0,0,4,0,,,,,
346,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,1,0,0,3,0,0,4,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
347,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,4,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
348,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
349,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
350,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,3,0,0,2,0,0,2,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
351,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
352,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,3,0,0,4,0,0,3,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
353,daphnia,20,0,20,0.1,,,,,0,0,0,0,2,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
354,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
355,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,2,0,0,3,0,0,3,0,0,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
356,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,4,0,0,2,0,0,5,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
357,daphnia,20,0,20,0.1,1,,,,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
358,daphnia,20,0,20,0.1,1,1,,4/30/22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
359,daphnia,20,0,20,0.1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
360,daphnia,20,0,20,0.1,,,,4/20/22,0,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
361,daphnia,20,0,20,0.1,,1,,5/19/22,0,0,0,0,3,0,0,2,0,0,4,0,0,4,0,0,5,0,0,5,0,0,4,0,0,4,0,0,4,0,0,4,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,,,,,
362,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,2,0,0,3,0,0,4,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
363,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
364,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
365,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,1,0,3,0,0,4,0,0,6,0,0,3,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
366,daphnia,20,0,20,0.1,,1,,5/18/22,0,0,0,0,0,3,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,5,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,,,,,
367,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
368,daphnia,20,0,20,0.1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
369,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,2,0,0,4,0,0,4,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
370,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,2,0,0,2,0,0,4,0,0,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
371,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,2,0,0,3,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
372,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
373,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
374,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
375,daphnia,20,0,20,0.1,,,,,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
376,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,2,0,0,5,0,0,6,0,0,0,0,8,0,0,10,0,0,9,0,0,9,0,0,13,0,0,14,0,0,12,0,0,12,0,0,14,0,NA,NA,,,,,
377,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,0,0,0,4,0,0,1,0,0,7,0,1,8,0,0,9,0,0,1,0,11,0,0,12,0,0,14,0,0,2,0,0,14,0,0,14,0,NA,NA,,,,,
378,daphnia,20,0,20,0.5,,,1,4/15/22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
379,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,2,0,0,6,0,0,7,0,0,5,0,0,7,0,0,11,0,0,10,0,0,12,0,0,11,0,0,15,0,0,13,0,0,11,0,0,7,0,0,,,,,
380,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,4,0,0,7,0,0,7,0,0,7,0,0,0,0,0,0,0,0,11,0,0,11,0,0,10,0,0,11,0,0,11,0,0,12,0,0,13,0,0,,,,,
381,daphnia,20,0,20,0.5,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
382,daphnia,20,0,20,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,2,0,7,7,0,5,0,0,4,0,0,10,0,0,9,0,0,0,0,0,14,0,0,10,0,0,10,0,0,9,0,0,NA,,,,,
383,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,3,0,0,7,0,7,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
384,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,1,0,4,0,0,7,0,0,5,0,0,6,0,0,8,0,0,8,0,0,9,1,0,11,1,0,11,0,0,10,0,0,9,0,0,7,0,NA,NA,,,,,
385,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,0,5,0,0,7,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
386,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,2,0,0,5,0,0,8,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
387,daphnia,20,0,20,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,7,0,0,8,0,0,9,0,0,11,0,0,11,0,0,10,0,0,12,0,0,6,0,0,0,6,0,NA,,,,,
388,daphnia,20,0,20,0.5,,,,,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
389,daphnia,20,0,20,0.5,1,1,,5/1/22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
390,daphnia,20,0,20,0.5,,1,,5/23/22,0,0,0,0,3,0,0,8,0,0,6,0,0,6,6,0,7,0,0,8,0,0,11,0,0,13,0,0,15,0,0,14,0,0,0,14,0,1,10,0,0,13,0,NA,,,,,
391,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,0,0,4,0,0,0,1,0,3,3,0,8,0,0,8,0,7,0,0,10,0,0,9,0,0,11,0,0,9,0,0,10,0,NA,0,0,0,0,0,,,,,
392,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,0,0,0,0,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
393,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
394,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,6,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
395,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,2,0,4,0,0,8,0,0,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
396,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
397,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,2,0,0,0,0,0,6,0,0,8,0,0,6,0,10,0,0,9,0,0,11,0,0,14,0,0,10,0,0,8,0,0,8,NA,NA,NA,NA,NA,NA,,,,,
398,daphnia,20,0,20,0.5,,,,5/5/22,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
399,daphnia,20,0,20,0.5,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
400,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,2,0,0,2,0,0,4,0,5,0,0,0,0,0,2,0,0,10,0,0,11,0,0,11,0,0,11,0,0,14,0,0,12,NA,NA,NA,NA,NA,NA,,,,,
401,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,8,0,0,7,0,8,0,0,9,0,0,13,0,0,12,0,0,13,0,1,12,0,0,NA,NA,NA,NA,NA,NA,,,,,
402,daphnia,20,0,20,0.5,,1,,5/18/22,0,0,0,0,0,0,0,3,0,0,8,2,0,5,0,8,0,0,6,0,0,12,0,0,12,0,0,10,0,10,0,0,13,0,0,14,0,0,NA,NA,NA,NA,NA,NA,,,,,
403,daphnia,20,0,20,0.5,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
404,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,1,0,0,0,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
405,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,2,0,0,4,2,0,5,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
406,daphnia,20,0,20,0.5,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
407,daphnia,20,0,20,0.5,,,,,0,0,0,0,0,1,0,0,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
